A1BG	202	226	277	153	106	58	72	64	39	42	1766
NAT2	6	1	2	1	0	12	7	6	4	5	1317
ADA	6090	6719	7712	4290	1984	263	206	197	166	83	1532
CDH2	2275	2286	3170	1662	737	3404	2148	2264	1755	584	4367
AKT3	322	392	510	254	90	2024	1322	1391	1051	317	3856
GAGE12F	20	21	35	22	3	0	0	0	0	0	354
RNA5-8S5	0	0	0	0	0	0	0	0	0	0	156
RNA18S5	0	0	0	0	0	0	0	0	0	0	1869
RNA28S5	0	0	0	0	0	0	0	0	0	0	5070
ANO1-AS2	1	5	6	0	0	0	0	0	0	0	1006
LOC100009676	95	85	130	91	20	36	26	34	25	6	2788
MED6	787	857	1172	576	273	501	369	340	282	148	1344
NR2E3	7	10	14	13	2	29	23	22	8	9	2811
NAALAD2	152	188	267	137	65	251	188	206	142	64	3196
SNORD116-1	4	0	0	7	4	67	39	38	46	11	94
SNORD116-2	4	6	8	1	0	157	143	82	66	55	97
SNORD116-3	1	1	2	5	0	67	59	38	31	28	97
SNORD116-4	13	9	6	3	4	8	11	4	7	2	98
SNORD116-5	1	4	3	0	0	31	27	15	13	11	97
SNORD116-6	3	2	4	0	0	40	32	14	11	18	98
SNORD116-7	0	0	2	2	0	2	0	1	5	0	97
SNORD116-8	1	0	1	0	0	18	27	15	0	3	97
SNORD116-9	0	0	0	1	0	0	3	4	0	2	97
SNORD116-10	0	0	0	0	0	0	0	0	0	0	104
SNORD116-11	1	0	0	0	0	2	6	4	2	0	94
SNORD116-12	2	2	0	0	0	15	6	6	2	2	94
SNORD116-13	3	2	0	0	1	1	0	0	0	0	94
SNORD116-14	6	1	0	0	0	10	4	9	8	5	94
SNORD116-15	6	3	4	2	2	19	14	13	3	11	94
SNORD116-16	3	0	2	0	0	4	3	2	0	1	94
SNORD116-17	0	0	2	0	0	4	0	2	0	2	94
SNORD116-18	0	0	2	0	0	4	6	0	1	2	94
SNORD116-20	2	2	0	4	0	11	12	7	4	1	94
SNORD116-21	4	4	0	0	0	27	2	8	17	2	94
SNORD116-22	0	6	0	1	0	3	3	1	3	3	94
SNORD116-23	0	2	0	0	0	2	2	4	0	2	94
SNORD116-24	1	0	0	0	0	1	2	3	1	0	94
SNORD116-25	0	1	0	1	0	0	3	1	4	1	94
SNORD115-2	3	0	5	2	0	492	314	284	234	103	82
SNORD116-26	2	0	0	0	0	0	0	1	0	0	98
SNORD116-27	3	2	1	3	0	10	6	10	6	2	94
SNORD115-3	1	0	1	0	1	126	79	57	38	15	82
SNORD115-4	2	1	0	0	0	329	317	210	169	67	82
SNORD115-5	5	6	0	0	1	1487	1178	1039	637	376	82
SNORD115-6	2	2	1	0	0	581	416	367	228	117	82
SNORD115-7	0	0	0	0	0	0	2	0	1	0	82
SNORD115-8	0	0	2	2	0	233	146	130	94	41	82
SNORD115-9	2	0	0	1	0	304	238	169	126	168	82
SNORD115-10	4	1	8	5	1	3066	1968	1867	1374	622	81
SNORD115-11	2	0	0	0	0	40	50	41	26	28	82
SNORD115-12	5	0	2	1	0	802	485	416	292	246	82
SNORD115-13	0	0	0	0	0	9	11	8	2	5	82
SNORD115-14	1	12	2	0	1	1868	1460	1285	931	239	81
SNORD115-15	16	7	0	3	2	3583	2444	2046	1770	751	81
SNORD115-16	0	0	0	0	0	16	11	20	8	20	82
SNORD115-17	2	2	2	0	0	448	260	223	127	171	82
SNORD115-18	0	0	0	0	0	128	54	30	30	30	82
SNORD115-19	0	0	0	0	0	5	5	1	1	2	82
SNORD115-20	0	0	0	0	0	24	12	10	6	16	82
SNORD115-21	0	2	0	0	0	306	174	144	135	55	81
SNORD115-22	2	0	0	2	0	206	170	129	89	66	82
SNORD115-23	0	0	0	0	0	0	0	0	0	0	82
SNORD115-25	0	0	0	0	0	4	4	7	1	2	82
SNORD115-26	0	0	0	0	0	61	59	56	55	32	82
